2024-04-06 18:01:45,317 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-04-06 18:01:45,329 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-04-06 18:01:45,330 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-04-06 18:01:45,330 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-04-06 18:01:45,347 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-04-06 18:01:45,347 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-04-06 18:01:45,347 INFO  SwAddin.cs: 201 - Setting up command manager
2024-04-06 18:01:45,348 INFO  SwAddin.cs: 204 - Adding command manager
2024-04-06 18:01:45,349 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-04-06 18:01:45,350 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-04-06 18:01:45,350 INFO  SwAddin.cs: 210 - Adding event handlers
2024-04-06 18:01:45,428 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-04-06 18:03:01,736 INFO  SwAddin.cs: 294 - Assembly export called for file 刚性臂.SLDASM
2024-04-06 18:03:01,746 INFO  SwAddin.cs: 305 - A rebuild is required
2024-04-06 18:03:01,746 INFO  SwAddin.cs: 313 - Saving assembly
2024-04-06 18:03:04,595 INFO  SwAddin.cs: 316 - Opening property manager
2024-04-06 18:03:04,601 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 刚性臂.SLDASM
2024-04-06 18:03:04,618 INFO  ExportHelperExtension.cs: 1136 - Found 69 in 刚性臂.SLDASM
2024-04-06 18:03:04,619 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 刚性臂.SLDASM
2024-04-06 18:03:04,619 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-04-06 18:03:04,620 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-04-06 18:03:04,620 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 68x65-3
2024-04-06 18:03:04,621 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 68x65-3
2024-04-06 18:03:04,621 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 68x65-3
2024-04-06 18:03:04,621 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 基座模块-1
2024-04-06 18:03:04,621 INFO  ExportHelperExtension.cs: 1136 - Found 34 in 基座模块-1
2024-04-06 18:03:04,621 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 基座模块-1
2024-04-06 18:03:04,621 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 电机模块-1
2024-04-06 18:03:04,622 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 电机模块-1
2024-04-06 18:03:04,622 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 电机模块-1
2024-04-06 18:03:04,622 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 68x65-4
2024-04-06 18:03:04,622 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 68x65-4
2024-04-06 18:03:04,622 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 68x65-4
2024-04-06 18:03:04,622 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 68x65-5
2024-04-06 18:03:04,622 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 68x65-5
2024-04-06 18:03:04,623 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 68x65-5
2024-04-06 18:03:04,623 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 转接1-1
2024-04-06 18:03:04,623 INFO  ExportHelperExtension.cs: 1136 - Found 52 in 转接1-1
2024-04-06 18:03:04,623 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 转接1-1
2024-04-06 18:03:04,623 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 68x65-6
2024-04-06 18:03:04,624 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 68x65-6
2024-04-06 18:03:04,624 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 68x65-6
2024-04-06 18:03:04,624 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 电机模块-2
2024-04-06 18:03:04,624 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 电机模块-2
2024-04-06 18:03:04,624 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 电机模块-2
2024-04-06 18:03:04,624 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 刚性臂.SLDASM
2024-04-06 18:03:04,625 INFO  ExportHelperExtension.cs: 1136 - Found 69 in 刚性臂.SLDASM
2024-04-06 18:03:04,625 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 刚性臂.SLDASM
2024-04-06 18:03:04,625 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-04-06 18:03:04,625 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-04-06 18:03:04,625 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 68x65-3
2024-04-06 18:03:04,625 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 68x65-3
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 68x65-3
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 基座模块-1
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1136 - Found 34 in 基座模块-1
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 基座模块-1
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 电机模块-1
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 电机模块-1
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 电机模块-1
2024-04-06 18:03:04,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 68x65-4
2024-04-06 18:03:04,627 INFO  ExportHelperExtension.cs: 1136 - Found 39 in 68x65-4
